     13225, 13325, 13375, 13500, 13500, 13625, 13625, 13500, 13325, 13225, 13125, 13025, 12800, ...
     12700, 12600, 12500, 12325, 12150, 12050, 11950, 11850, 11750, 11650, 11550, 11450, 11050, ...
     10950, 10850, 10750, 10650, 10550, 10450, 7075 , 5825 , 5425 , 4425 , 4425 , 7075 , 7250 , ...
     7250 , 7750 , 7900 , 8200 , 8350 , 8650 , 8800 , 10450, 10550, 10650, 10750, 10850, 10950, ...
     11050, 11425, 11575, 11575, 11675, 11850, 11975, 12225, 12350, 12475, 12600, 12725, 12850, ...
     12975, 13125, 13275, 13400, 13400, 13275, 13125, 12975, 12850, 12725, 12600, 12475, 12350, ...
     12225, 11975, 11850, 11675, 11575, 11575, 11425, 11050, 10950, 10850, 10750, 10650, 10550, ...
     10450, 7075 , 5675 , 5175 , 5050 , 4650 , 7650 , 7750 , 7750 , 7850 , 7900 , 8100 , 8200 , ...
     8200 , 8300 , 8350 , 8550 , 8650 , 8650 , 8750 , 8800 , 10450, 10550, 10650, 10750, 10850, ...
     10950, 11050, 11100, 10950, 10800, 10300, 5550 , 5625 , 5675 , 6175 , 6225 , 7625 , 7875 , ...
     10950, 7875 , 7625 , 6175 , 5675 , 5550 , 5550 , 10950, 11050, 11200, 11350, 7875 , 7675 , ...
     6225 , 6175 , 5675 , 5625 , 5550 , 5550 , 5550 , 5675 , 6175 , 11350, 11350, 13225, 4225 , ...
     13225, 13225, 6350 , 5950 , 4225 , 4225 , 4475 , 4475 , 4975 , 4975 , 7900 , 10650, 10850, ...
     13225, 13225, 8275 , 8125 , 7900 , 4975 , 4975 , 4475 , 4475 , 4225 , 4675 , 13225, 13225, ...
     4675 , 13225, 4675 , 4675 , 1975 , 2075 , 1975 , 1875 , 1775 , 2075];
pr439(2,:) = ... % Y-Coordinates
    [11300, 11050, 11150, 11300, 11200, 11275, 11275, 11275, 11275, 11225, 11125, 11125, 11300, ...
     11300, 11300, 11300, 11200, 10800, 10800, 10975, 10975, 10850, 10975, 10850, 10975, 10850, ...
     10850, 10975, 10850, 10975, 10850, 11000, 11000, 10900, 10900, 10900, 10900, 10775, 10775, ...
     10975, 10975, 10775, 10975, 10775, 10975, 11000, 10750, 10750, 10900, 10750, 10750, 10900, ...
     10450, 10450, 10450, 10450, 10500, 10500, 10425, 10425, 10425, 10600, 10600, 10600, 10575, ...
     10625, 10625, 10450, 10250, 10125, 10125, 10175, 10325, 10125, 10275, 10275, 10200, 10200, ...
     10275, 10275, 10275, 10275, 10125, 10125, 10125, 10000, 10000, 10000, 10000, 10000, 10000, ...
     9875 , 9875 , 9875 , 9925 , 9925 , 9875 , 9800 , 9550 , 9775 , 9575 , 9800 , 9550 , 9700 , ...
     9700 , 9700 , 9700 , 9600 , 9600 , 9250 , 9250 , 9250 , 9325 , 9375 , 9475 , 9275 , 9475 , ...
     9275 , 9275 , 9475 , 9275 , 9325 , 9425 , 9275 , 9425 , 9275 , 9275 , 9475 , 9275 , 9375 , ...
     9375 , 9375 , 9375 , 8975 , 8975 , 8975 , 8975 , 8925 , 8975 , 8975 , 8975 , 8975 , 8925 , ...
     9200 , 8975 , 9200 , 9075 , 8975 , 8750 , 8725 , 8775 , 8875 , 8725 , 8625 , 8650 , 8725 , ...
     8625 , 8725 , 8625 , 8725 , 8625 , 8775 , 8875 , 8875 , 8875 , 8725 , 8875 , 8500 , 8600 , ...
     8500 , 8325 , 8350 , 8450 , 8350 , 8425 , 8325 , 8425 , 8325 , 8425 , 8325 , 8400 , 8425 , ...
     8325 , 8325 , 8575 , 8500 , 8275 , 8300 , 8300 , 8125 , 8125 , 8275 , 8125 , 8125 , 8125 , ...
     8125 , 8125 , 8025 , 8125 , 8125 , 8125 , 8125 , 8125 , 8275 , 8125 , 8175 , 8175 , 8125 , ...
     7725 , 7725 , 7725 , 7725 , 7725 , 7725 , 7725 , 7825 , 7725 , 7725 , 7725 , 7725 , 7725 , ...
     7725 , 7725 , 7775 , 7950 , 7825 , 7825 , 7425 , 7425 , 7525 , 7575 , 7575 , 7500 , 7500 , ...
     7500 , 7500 , 7500 , 7500 , 7500 , 7500 , 7550 , 7500 , 7500 , 7500 , 7500 , 7500 , 7500 , ...
     7500 , 7500 , 7675 , 7675 , 7450 , 7550 , 7150 , 7250 , 7200 , 7200 , 7200 , 7200 , 7200 , ...
     7200 , 7200 , 7200 , 7150 , 7200 , 7200 , 7200 , 7200 , 7200 , 7200 , 7200 , 7200 , 7125 , ...
     7125 , 7125 , 7125 , 7125 , 7125 , 7125 , 7175 , 7350 , 7350 , 7275 , 6875 , 7075 , 7025 , ...
     6900 , 6900 , 6900 , 6900 , 6900 , 6900 , 6900 , 6825 , 6825 , 6825 , 6825 , 6825 , 6825 , ...
     6825 , 6975 , 6925 , 6825 , 6825 , 6975 , 6975 , 6975 , 6975 , 6975 , 6975 , 6875 , 6975 , ...
     6975 , 7025 , 6975 , 7025 , 6525 , 6575 , 6525 , 6575 , 6575 , 6675 , 6575 , 6575 , 6575 , ...
     6575 , 6575 , 6575 , 6575 , 6675 , 6575 , 6575 , 6625 , 6625 , 6625 , 6625 , 6625 , 6625 , ...
     6625 , 6675 , 6650 , 6650 , 6575 , 6575 , 6375 , 6375 , 6500 , 6375 , 6500 , 6375 , 6375 , ...
     6500 , 6375 , 6500 , 6375 , 6375 , 6500 , 6375 , 6500 , 6325 , 6325 , 6325 , 6325 , 6325 , ...
     6325 , 6325 , 6075 , 6075 , 6125 , 6125 , 5675 , 5625 , 5750 , 5750 , 5625 , 5850 , 5850 , ...
     5800 , 5350 , 5350 , 5400 , 5400 , 5425 , 5200 , 5300 , 5075 , 5075 , 4875 , 4875 , 4875 , ...
     5000 , 4875 , 4875 , 5000 , 4950 , 4475 , 4675 , 4675 , 4675 , 4425 , 4650 , 4275 , 4075 , ...
     4075 , 3700 , 3600 , 3600 , 3675 , 3525 , 3300 , 3450 , 3300 , 3450 , 3350 , 3525 , 3525 , ...
     3500 , 3125 , 3000 , 3000 , 3200 , 3000 , 3150 , 3000 , 3150 , 3125 , 2700 , 2925 , 2525 , ...
     2550 , 2325 , 1825 , 1975 , 4025 , 5675 , 5575 , 5475 , 5375 , 6475];
pr439_opt_tour_length = 107217; % Known optimum tour length
