     113, 129, 136, 143, 153, 160, 172, 181, 198, 206, 217, 228, 9  , 16 , 24 , 33 , 46 , 51 , ...
     69 , 71 , 85 , 93 , 106, 117, 121, 136, 143, 156, 165, 176, 183, 192, 201, 212, 226];
rat575(2,:) = ... % Y-Coordinates
    [18 , 0  , 6  , 13 , 19 , 5  , 9  , 15 , 1  , 1  , 18 , 14 , 17 , 8  , 13 , 20 , 5  , 11 , ...
     20 , 19 , 19 , 9  , 11 , 32 , 23 , 27 , 26 , 34 , 37 , 23 , 34 , 35 , 28 , 21 , 27 , 40 , ...
     39 , 40 , 28 , 27 , 23 , 22 , 25 , 32 , 28 , 24 , 55 , 42 , 50 , 49 , 60 , 42 , 41 , 55 , ...
     52 , 48 , 43 , 42 , 45 , 55 , 51 , 47 , 49 , 48 , 52 , 52 , 50 , 52 , 46 , 71 , 73 , 61 , ...
     63 , 65 , 79 , 69 , 69 , 70 , 66 , 60 , 77 , 65 , 71 , 77 , 77 , 65 , 64 , 74 , 67 , 68 , ...
     78 , 62 , 83 , 89 , 99 , 85 , 86 , 86 , 92 , 84 , 95 , 93 , 97 , 92 , 97 , 87 , 95 , 100, ...
     95 , 81 , 100, 89 , 81 , 92 , 86 , 100, 102, 113, 103, 104, 113, 119, 100, 110, 107, 103, ...
     120, 120, 104, 120, 106, 112, 119, 101, 115, 115, 118, 101, 127, 140, 121, 132, 132, 124, ...
     136, 126, 123, 126, 130, 134, 125, 133, 134, 131, 127, 135, 139, 124, 127, 128, 121, 148, ...
     148, 149, 155, 150, 144, 145, 142, 144, 151, 143, 142, 157, 157, 159, 159, 142, 154, 149, ...
     157, 145, 144, 158, 166, 178, 172, 171, 173, 168, 175, 164, 173, 165, 173, 172, 177, 175, ...
     177, 177, 165, 169, 161, 166, 173, 172, 171, 190, 183, 194, 196, 185, 198, 199, 195, 191, ...
     183, 195, 191, 194, 184, 188, 199, 184, 193, 186, 195, 194, 180, 192, 210, 207, 201, 213, ...
     213, 202, 209, 213, 209, 212, 205, 218, 203, 208, 207, 211, 213, 210, 201, 218, 219, 218, ...
     208, 222, 234, 222, 239, 227, 231, 232, 240, 234, 237, 228, 224, 229, 221, 227, 224, 233, ...
     225, 220, 238, 229, 230, 234, 240, 257, 253, 247, 254, 242, 251, 258, 260, 242, 254, 253, ...
     244, 241, 254, 240, 250, 257, 254, 256, 251, 254, 241, 277, 275, 267, 274, 269, 278, 261, ...
     273, 278, 272, 272, 271, 280, 278, 261, 263, 270, 273, 265, 276, 273, 263, 265, 300, 293, ...
     287, 297, 296, 286, 296, 281, 288, 285, 296, 292, 292, 293, 300, 290, 286, 294, 298, 290, ...
     280, 281, 288, 310, 308, 308, 305, 305, 313, 315, 311, 313, 303, 307, 305, 307, 317, 313, ...
     314, 306, 316, 306, 302, 301, 313, 308, 338, 331, 324, 338, 332, 327, 337, 328, 338, 325, ...
     322, 327, 329, 338, 322, 337, 324, 320, 340, 335, 340, 324, 333, 352, 341, 344, 340, 357, ...
     348, 351, 352, 349, 349, 358, 343, 345, 350, 357, 356, 354, 344, 340, 341, 343, 340, 357, ...
     376, 371, 376, 362, 364, 374, 365, 362, 379, 379, 370, 370, 376, 372, 368, 375, 365, 370, ...
     366, 368, 376, 369, 367, 396, 392, 394, 380, 391, 398, 390, 394, 400, 392, 393, 382, 393, ...
     391, 397, 397, 396, 389, 387, 397, 399, 399, 385, 419, 409, 407, 407, 406, 414, 401, 406, ...
     418, 418, 401, 404, 403, 412, 410, 404, 405, 419, 403, 419, 418, 407, 416, 421, 430, 421, ...
     439, 432, 438, 426, 423, 433, 435, 427, 432, 435, 422, 431, 430, 430, 437, 439, 436, 438, ...
     425, 439, 451, 459, 449, 451, 445, 443, 458, 441, 454, 440, 460, 451, 444, 449, 447, 446, ...
     444, 449, 451, 446, 455, 449, 450, 475, 480, 477, 480, 474, 474, 472, 464, 466, 475, 470, ...
     461, 470, 473, 461, 478, 470, 479, 469, 460, 464, 478, 473, 498, 494, 496, 490, 481, 499, ...
     491, 484, 485, 481, 485, 482, 482, 497, 489, 480, 492, 488, 499, 493, 494, 491, 482];
rat575_opt_tour_length = 6773; % Known optimum tour length
