     15 , 109, 82 , 130, 97 , 37 , 147, 238, 243, 219, 68 , 113, 171, 23 , 130, 243, 6  , 86 , ...
     106, 193, 224, 186, 145, 160, 14 , 258, 270, 97 , 47 , 155, 58 , 210, 119, 130, 67 , 220, ...
     80 , 152, 56 , 30 , 254, 140, 230, 92 , 117, 220, 50 , 145, 194, 184, 71 , 175, 250, 226, ...
     15 , 36 , 120, 83 , 104, 170, 208, 99 , 162, 9  , 82 , 152, 253, 21 , 267, 44 , 16 , 141, ...
     210, 220, 9  , 175, 79 , 50 , 267, 196, 239, 113, 68 , 127, 187, 243, 140, 89 , 108, 219, ...
     229, 150, 160, 32 , 178, 11 , 200, 156, 30 , 201, 58 , 23 , 130, 67 , 100, 257, 3  , 237, ...
     46 , 221, 246, 181, 28 , 178, 200, 266, 73 , 266, 39 , 108, 109, 115, 137, 215, 259, 188, ...
     190, 167, 133, 143, 126, 94 , 238, 60 , 14 , 85 , 41 , 73 , 221, 245, 6  , 78 , 118, 183, ...
     67 , 152, 126, 6  , 156, 55 , 113, 208, 137, 248, 46 , 266, 17 , 177, 218, 149, 83 , 193, ...
     231, 24 , 31 , 223, 66 , 90 , 102, 26 , 166, 77 , 258, 268, 63 , 140, 198, 30 , 113, 220, ...
     130, 133, 238, 5  , 80 , 179, 200, 150, 97 , 223, 253, 181, 246, 16 , 103, 30 , 40 , 58 , ...
     169, 200, 180, 266, 100, 64 , 187, 146, 80 , 159, 161, 220, 1  , 103, 115, 210, 248, 259, ...
     131, 35 , 122, 56 , 210, 238, 15 , 50 , 85 , 182, 94 , 266, 44 , 74 , 80 , 191, 130, 169, ...
     258, 177, 210, 13 , 160, 209, 102, 30 , 67 , 227, 4  , 35 , 118, 123, 205, 250, 60 , 68 , ...
     131, 141, 166, 212, 230, 245, 71 , 12 , 240, 251, 27 , 92 , 183, 38 , 266, 127, 83 , 152, ...
     192, 7  , 55 , 42 , 107, 114, 150, 105, 230, 13 , 56 , 146, 174, 185, 194, 241, 164, 9  , ...
     141, 96 , 43 , 25 , 201, 230, 257, 132, 263, 33 , 119, 86 , 178, 64 , 129, 231, 216, 32 , ...
     239, 11 , 46 , 52 , 73 , 140, 145, 259, 119, 207, 162, 215, 106, 245, 123, 180, 30 , 61 , ...
     77 , 151, 200, 222, 99 , 182, 83 , 265, 112, 127, 264, 8  , 255, 25 , 58 , 105, 200, 141, ...
     165, 197, 153, 66 , 242, 135, 218, 12 , 174, 9  , 79 , 188, 239, 80 , 48 , 140, 221, 32 , ...
     99 , 186, 133, 30 , 154, 164, 57 , 249, 96 , 250, 27 , 70 , 108, 174, 237, 198, 10 , 123, ...
     207, 210, 120, 224, 40 , 10 , 187, 208, 76 , 214, 262, 29 , 48 , 63 , 90 , 262, 10 , 112, ...
     56 , 135, 246, 30 , 155, 67 , 86 , 90 , 171, 226, 127, 233, 2  , 82 , 121, 154, 160, 208, ...
     231, 1  , 40 , 58 , 103, 200, 28 , 143, 252, 260, 95 , 253, 230, 198, 243, 42 , 109, 117, ...
     130, 76 , 188, 216, 14 , 142, 167, 233, 263, 180, 180, 64 , 96 , 15 , 39 , 52 , 107, 9  , ...
     72 , 143, 193, 208, 68 , 247, 47 , 183, 22 , 138, 157, 167, 228, 213, 252, 118, 121, 207, ...
     84 , 70 , 83 , 50 , 30 , 157, 171, 215, 50 , 141, 260, 94 , 8  , 169, 251, 38 , 130, 132, ...
     240, 76 , 114, 12 , 105, 184, 199, 229, 231];
rat783(2,:) = ... % Y-Coordinates
    [6  , 6  , 6  , 6  , 7  , 7  , 8  , 8  , 9  , 9  , 9  , 10 , 10 , 11 , 13 , 13 , 14 , 14 , ...
     14 , 15 , 15 , 17 , 18 , 18 , 19 , 19 , 19 , 19 , 20 , 20 , 21 , 21 , 22 , 23 , 24 , 25 , ...
     28 , 30 , 33 , 33 , 35 , 35 , 35 , 37 , 38 , 38 , 38 , 38 , 39 , 39 , 39 , 40 , 40 , 40 , ...
     40 , 41 , 41 , 41 , 41 , 41 , 42 , 45 , 46 , 46 , 49 , 49 , 51 , 53 , 53 , 55 , 55 , 55 , ...
     55 , 56 , 56 , 57 , 57 , 58 , 58 , 59 , 59 , 59 , 60 , 60 , 62 , 62 , 62 , 63 , 63 , 63 , ...
     64 , 65 , 65 , 66 , 68 , 68 , 69 , 69 , 70 , 71 , 72 , 73 , 73 , 75 , 76 , 78 , 79 , 80 , ...
     80 , 81 , 81 , 82 , 82 , 83 , 86 , 89 , 90 , 90 , 91 , 92 , 92 , 93 , 94 , 94 , 95 , 95 , ...
     96 , 97 , 97 , 97 , 97 , 98 , 99 , 99 , 99 , 101, 101, 101, 103, 103, 104, 104, 105, 105, ...
     106, 107, 107, 107, 107, 109, 110, 110, 111, 111, 114, 115, 117, 117, 118, 119, 120, 121, ...
     121, 121, 121, 121, 122, 122, 124, 127, 128, 129, 129, 129, 130, 130, 131, 133, 134, 135, ...
     135, 137, 137, 138, 139, 139, 140, 140, 140, 141, 141, 141, 141, 142, 146, 146, 146, 147, ...
     147, 148, 149, 151, 151, 152, 154, 154, 155, 156, 156, 156, 157, 159, 159, 160, 161, 161, ...
     161, 163, 164, 165, 166, 167, 167, 168, 168, 169, 170, 171, 173, 174, 174, 174, 174, 174, ...
     175, 175, 178, 178, 179, 179, 180, 181, 181, 181, 182, 184, 184, 186, 186, 186, 187, 187, ...
     188, 188, 190, 191, 191, 192, 193, 193, 193, 194, 197, 197, 197, 198, 198, 198, 198, 199, ...
     199, 199, 201, 201, 201, 203, 204, 204, 204, 204, 207, 207, 207, 207, 209, 210, 212, 212, ...
     215, 215, 216, 217, 218, 219, 219, 219, 219, 220, 221, 221, 222, 223, 223, 224, 225, 225, ...
     225, 226, 226, 227, 228, 228, 229, 231, 231, 232, 233, 233, 235, 235, 237, 238, 239, 239, ...
     240, 240, 242, 243, 243, 244, 244, 246, 246, 246, 248, 249, 250, 251, 252, 252, 252, 253, ...
     255, 255, 256, 257, 257, 257, 258, 259, 259, 260, 260, 260, 260, 261, 261, 262, 263, 264, ...
     264, 264, 268, 268, 270, 271, 271, 272, 272, 273, 274, 274, 275, 276, 277, 278, 278, 279, ...
     279, 280, 280, 281, 282, 283, 283, 284, 285, 285, 289, 290, 290, 291, 291, 291, 292, 292, ...
     293, 294, 296, 297, 299, 299, 299, 299, 300, 300, 301, 301, 301, 301, 301, 301, 302, 304, ...
     304, 307, 308, 309, 310, 312, 312, 315, 316, 316, 317, 317, 318, 318, 319, 319, 319, 319, ...
     320, 321, 323, 324, 324, 325, 325, 325, 326, 326, 328, 329, 330, 330, 330, 331, 333, 333, ...
     333, 334, 335, 336, 337, 337, 337, 339, 339, 340, 340, 344, 345, 346, 346, 348, 348, 348, ...
     349, 349, 349, 350, 350, 350, 350, 352, 354, 354, 354, 356, 356, 358, 359, 360, 360, 360, ...
     360, 361, 362, 362, 365, 366, 366, 367, 368, 368, 368, 368, 369, 369, 373, 373, 374, 374, ...
     375, 376, 376, 378, 378, 378, 379, 379, 379, 379, 381, 383, 384, 384, 384, 384, 385, 385, ...
     385, 389, 391, 392, 392, 392, 393, 394, 395, 397, 398, 398, 398, 398, 399, 399, 400, 400, ...
     400, 400, 400, 400, 400, 400, 401, 404, 404, 404, 405, 406, 406, 410, 410, 411, 412, 413, ...
     413, 415, 416, 418, 418, 419, 419, 420, 420, 421, 421, 421, 421, 421, 421, 421, 422, 423, ...
     423, 424, 425, 431, 431, 432, 432, 434, 434, 435, 435, 436, 436, 437, 437, 437, 438, 439, ...
     439, 440, 440, 440, 440, 442, 442, 442, 443, 443, 444, 445, 447, 447, 448, 450, 451, 451, ...
     453, 453, 453, 453, 455, 456, 457, 458, 459, 459, 459, 460, 460, 462, 462, 462, 462, 463, ...
     464, 464, 465, 466, 466, 467, 467, 468, 468, 469, 469, 469, 475, 476, 478, 479, 480, 481, ...
     481, 481, 483, 484, 484, 485, 486, 486, 487, 487, 488, 489, 489, 489, 489, 491, 492, 492, ...
     492, 493, 494, 495, 498, 499, 499, 499, 500, 500, 500, 501, 501, 501, 501, 501, 503, 504, ...
     506, 506, 508, 509, 509, 510, 510, 512, 513, 513, 517, 518, 519, 519, 519, 519, 519, 519, ...
     519, 520, 520, 520, 520, 520, 521, 521, 521, 521, 525, 525, 527, 528, 528, 533, 533, 533, ...
     534, 535, 536, 536, 538, 538, 539, 539, 539, 540, 541, 542, 543, 544, 544, 544, 545, 546, ...
     546, 546, 546, 547, 548, 549, 550, 552, 553, 553, 553, 553, 553, 555, 557, 558, 558, 559, ...
     560, 561, 562, 564, 565, 565, 565, 565, 566, 568, 569, 570, 571, 571, 574, 576, 577, 577, ...
     578, 579, 579, 580, 580, 580, 580, 580, 580];
rat783_opt_tour_length = 8806; % Known optimum tour length
